manyID,Title,Signature,Force,End,url,No_source,treatyID,Coder,Citation
BIH-TUR[NA]_2019O,Bosnia And Herzegovina Turkey,02.05.2019,01.08.2021,31.12.9999,https://www.trade.gov.tr/free-trade-agreements/bosnia-herzegovina,NA,BIH-TUR[NA]_2019O,Jael,
CHE-GBR[NA]_2019O,Switzerland UK,11.02.2019,01.01.2021,31.12.9999,https://www.fedlex.admin.ch/eli/cc/2020/1071/de,NA,CHE-GBR[NA]_2019O,Jael,
ECVNIP_2019A,EC Viet Nam Investment Protection Agreement,30.06.2019,NA,NA,https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/5868/download,NA,ECVNIP_2019A,Jael,
ECVTNM_2019O,EC Viet Nam,30.06.2019,08.01.2020,31.12.9999,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:22020A0612(01),NA,ECVTNM_2019O,Jael,
,Iceland Liechtenstein Norway UK,08.07.2021,NA,NA,https://www.gov.uk/government/publications/free-trade-agreement-between-iceland-the-principality-of-liechtenstein-and-the-kingdom-of-norway-and-the-united-kingdom-of-great-britain-and-northern,NA,,Jael,
ASTRZU_6176O,Australia UK,17.12.2021,31.05.2023,31.12.9999,https://www.dfat.gov.au/trade/agreements/in-force/aukfta/official-text,NA,ASTRZU_6176O,Jael,
AUS-IND[NA]_6176O,Australia India,02.04.2022,29.12.2022,31.12.9999,https://www.dfat.gov.au/trade/agreements/negotiations/aifta/australia-india-comprehensive-economic-cooperation-agreement,1,AUS-IND[NA]_6176O,Jael,
ECZLND_6176O,EC New Zealand,09.07.2023,NA,NA,https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/new-zealand/eu-new-zealand-agreement/text-agreement_en,NA,ECZLND_6176O,Jael,
ECU-KOR[KOR]_6176O,Ecuador Korea,10.10.2023,NA,NA,NA,NA,ECU-KOR[KOR]_6176O,Jael,
ECU-USA[NA]_6176O,Ecuador US Protocol Trade Rules and Transparency,08.12.2020,12.08.2021,31.12.9999,https://ustr.gov/sites/default/files/files/agreements/tifa/US-Ecuador_Protocol.pdf,NA,ECU-USA[NA]_6176O,Jael,
GCCPKS_6176O,GCC Pakistan,28.09.2023,NA,NA,https://gaft.gov.sa/en/media-center/news/Pages/الأحرف-الأولى-لاتفاقية-التجارة-الحرة-.aspx,1,GCCPKS_6176O,Jael,
IDN-KOR[KOR]_6176O,Indonesia Korea,18.12.2020,01.01.2023,31.12.9999,https://edit.wti.org/document/show/392df7ea-76c3-48bb-8c49-7014328a7a8f,NA,IDN-KOR[KOR]_6176O,Jael,
IND-MUS[NA]_6176O,India Mauritius,22.02.2021,01.04.2021,31.12.9999,https://www.mauritiustrade.mu/en/trade-agreements/india,NA,IND-MUS[NA]_6176O,Jael,
MLNSSG_6176O,Melanesian Spearhead Group,27.10.2005,2006,31.12.9999,https://www.msgsec.info/wp-content/uploads/MSGTrade/2005-27-oct-msg-trade-agreement-2005.pdf,NA,MLNSSG_6176O,Jael,
TUR-UKR[UKR]_6176O,Turkey Ukraine,03.02.2022,NA,NA,https://www.president.gov.ua/en/news/ugoda-pro-zonu-vilnoyi-torgivli-mizh-ukrayinoyu-j-turechchin-72705,1,TUR-UKR[UKR]_6176O,Jael,
PCFCSU_2019O,Pacific States UK,14.03.2019,2021,31.12.9999,https://www.gov.uk/government/publications/ms-no152019-interim-economic-partnership-agreement-between-the-united-kingdom-of-great-britain-and-northern-ireland-and-the-pacific-states,NA,PCFCSU_2019O,Jael,
BRA-PRY[NA]_2020O,Brazil Paraguay,11.02.2020,NA,NA,http://www.sice.oas.org/Trade/BRA_PAR/BRA_PAR_ACE_74_s.asp,NA,BRA-PRY[NA]_2020O,Jael,
PAK-TUR[NA]_6176O,Pakistan Turkey,12.08.2022,01.05.2023,31.12.9999,https://www.commerce.gov.pk/wp-content/uploads/2022/08/Pakistan-Turkiye-TGA-signed.pdf,NA,PAK-TUR[NA]_6176O,Jael,
ICLNNU_2019O,Iceland Norway UK,08.12.2020,01.01.2021,31.12.9999,https://www.government.is/topics/foreign-affairs/iceland-in-europe/brexit/contingency-trade-agreement/,NA,ICLNNU_2019O,Jael,
GBR-MOZ[ACU]_2019O,Southern African Customs Union Mozambique (SACUM) UK,09.10.2019,31.12.2020,31.12.9999,https://www.gov.uk/government/publications/uksacu-and-mozambique-economic-partnership-agreement-ms-no342019,NA,GBR-MOZ[ACU]_2019O,Jael,
GBR-NZL[NA]_2019O,New Zealand UK,28.02.2022,31.05.2023,31.12.9999,https://www.mfat.govt.nz/en/trade/free-trade-agreements/free-trade-agreements-in-force/new-zealand-united-kingdom-free-trade-agreement/new-zealand-united-kingdom-free-trade-agreement-overview/,NA,GBR-NZL[NA]_2019O,Jael,
GBR-LIE[NA]_2019O,Liechtenstein UK,11.02.2019,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/cs-liechtenstein-no12019-ukliechtenstein-additional-agreement-extending-certain-provisions-of-ukswiss-trade-agreement-to-liechtenstein,NA,GBR-LIE[NA]_2019O,Jael,
GBR-KOR[KOR]_2019O,Korea UK,22.08.2019,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/ukkorea-free-trade-agreement-with-exchange-of-notes-cs-korea-no12019,NA,GBR-KOR[KOR]_2019O,Jael,
FRO-GBR[NA]_2019O,Faroe Islands UK,31.01.2019,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/cs-denmark-no12019-ukdenmark-free-trade-agreement-in-respect-of-the-faroe-islands,NA,FRO-GBR[NA]_2019O,Jael,
GBR-GEO[NA]_2019O,Georgia UK,21.10.2019,31.12.2020,31.12.9999,https://www.economy.ge/?page=ecopolitic&s=12&lang=en,NA,GBR-GEO[NA]_2019O,Jael,
ESSASU_2019O,Eastern And Southern African States UK,31.01.2019,01.01.2021,31.12.9999,https://www.gov.uk/government/collections/esa-uk-economic-partnership-agreement-epa--2,NA,ESSASU_2019O,Jael,
ASENKR_2005O,ASEAN Korea,13.12.2005,01.07.2006,31.12.9999,https://cil.nus.edu.sg/wp-content/uploads/2019/02/2005-FA-on-Comprehensive-Econ-Coop-among-ASEAN-and-ROK-2.pdf,NA,ASENKR_2005O,Jael,
,EU UK Trade Cooperation Agreement,30.12.2020,01.05.2021,31.12.9999,https://commission.europa.eu/strategy-and-policy/relations-united-kingdom/eu-uk-trade-and-cooperation-agreement_en,NA,,Jael,
,Albania UK,05.02.2021,03.05.2021,31.12.9999,https://www.gov.uk/government/publications/ukalbania-partnership-trade-and-cooperation-agreement-cs-albania-no12021,NA,,Jael,
,Cameroon UK,09.03.2021,09.07.2021,31.12.9999,https://www.gov.uk/government/publications/ukcameroon-interim-agreement-establishing-an-economic-partnership-ms-no22021,NA,,Jael,
,Canada UK,09.12.2020,01.04.2021,31.12.9999,https://www.gov.uk/government/publications/ukcanada-agreement-on-trade-continuity-cs-canada-no12020,NA,,Jael,
,CARIFORUM UK,22.03.2019,NA,31.12.9999,https://www.gov.uk/government/publications/ms-no182019-economic-partnership-agreement-between-the-cariforum-states-of-the-one-part-and-the-united-kingdom-of-great-britain-and-northern-ire,NA,,Jael,
,Cote dIvoire UK,15.10.2020,31.12.2020,31.12.9999,https://www.gov.uk/government/publications/ukcote-divoire-stepping-stone-economic-partnership-agreement-cs-cote-divoire-no12020,NA,,Jael,
,Egypt UK,05.12.2020,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/ukegypt-agreement-establishing-an-association-cs-egypt-no12020,NA,,Jael,
,Ghana UK,02.03.2021,05.03.2021,31.12.9999,https://www.gov.uk/government/publications/ukghana-interim-trade-partnership-agreement-cs-ghana-no12021,NA,,Jael,
,Japan UK,23.10.2020,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/ukjapan-agreement-for-a-comprehensive-economic-partnership-cs-japan-no12020/ukjapan-agreement-for-a-comprehensive-economic-partnership-summary-of-chapters,NA,,Jael,
,Kenya UK,08.12.2020,22.03.2021,31.12.9999,https://www.gov.uk/government/publications/economic-partnership-agreement-between-the-united-kingdom-of-great-britain-and-northern-ireland-of-the-one-part-and-the-republic-of-kenya-a-member,NA,,Jael,
,Mexico UK,15.12.2020,01.06.2021,31.12.9999,https://www.gov.uk/government/publications/ukmexico-trade-continuity-agreement-cs-mexico-no12021,NA,,Jael,
,Moldova UK,24.12.2020,01.08.2021,31.12.9999,https://www.gov.uk/government/publications/ukmoldova-strategic-partnership-trade-and-cooperation-agreement-cs-moldova-no12021,NA,,Jael,
,North Macedonia UK,03.12.2020,NA,31.12.9999,https://www.gov.uk/government/publications/uknorth-macedonia-partnership-trade-and-cooperation-agreement-cs-north-macedonia-no12020,NA,,Jael,
,Palestinian Authority,18.02.2019,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/ms-no142019-interim-political-trade-and-partnership-agreement-between-uk-and-plo-for-the-benefit-of-the-palestinian-authority,NA,,Jael,
,Serbia UK,16.04.2021,20.05.2021,31.12.9999,https://www.gov.uk/government/publications/ukserbia-partnership-trade-and-cooperation-agreement-cs-serbia-no12021,NA,,Jael,
,Singapore UK,10.12.2020,11.02.2021,31.12.9999,https://www.gov.uk/government/publications/uksingapore-free-trade-agreement-cs-singapore-no12020,NA,,Jael,
,Turkey UK,29.12.2020,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/ukturkey-free-trade-agreement-cs-turkey-no12021,NA,,Jael,
,Ukraine UK,08.10.2020,01.01.2021,31.12.9999,https://www.gov.uk/government/publications/ukukraine-political-free-trade-and-strategic-partnership-agreement-cs-ukraine-no12020,NA,,Jael,
,Viet Nam UK,29.12.2020,01.05.2021,31.12.9999,https://www.gov.uk/government/publications/ukviet-nam-free-trade-agreement-cs-viet-nam-no12021,NA,,Jael,
